\N;75;11952;5976;28
\N;77;51224;25612;42
\N;15;8704;8704;7
\N;92;28044;7011;79
\N;63;7100;1420;43
\N;29;31860;7965;27
\N;99;4777;4777;95
\N;73;12900;12900;44
\N;37;17280;5760;27
\N;80;3360;1120;80
\N;11;110940;36980;1
\N;73;104016;26004;49
\N;76;26166;8722;76
\N;66;65120;13024;38
\N;21;75116;18779;21
\N;87;18955;3791;79
\N;1;38430;7686;1
\N;38;59247;19749;21
\N;9;16808;16808;1
\N;19;101556;33852;5
\N;86;36160;7232;81
\N;45;48764;24382;45
\N;44;16368;8184;44
\N;33;12192;3048;3
\N;42;55650;18550;31
\N;12;13176;4392;1
\N;34;35475;7095;34
\N;30;224;56;25
\N;59;38880;9720;59
\N;16;12648;4216;15
\N;26;2065;2065;6
\N;34;19020;9510;34
\N;88;35640;35640;83
\N;22;60800;12160;6
\N;12;30160;7540;1
\N;53;13104;13104;27
\N;2;2380;1190;2
\N;53;30660;15330;38
\N;62;92272;23068;29
\N;65;20148;5037;13
\N;2;31740;31740;2
\N;52;80600;20150;52
\N;18;21696;10848;18
\N;20;4260;1420;20
\N;86;13500;4500;69
\N;30;24804;12402;30
\N;98;24354;12177;91
\N;20;23199;7733;20
\N;68;33280;8320;39
\N;88;10948;10948;55
\N;87;27090;13545;58
\N;23;5120;2560;1
\N;24;29822;29822;24
\N;90;42273;14091;90
\N;39;8052;8052;18
\N;71;36820;9205;71
\N;34;3700;3700;7
\N;26;9126;3042;26
\N;44;105750;21150;30
\N;88;210560;42112;88
\N;48;1520;304;48
\N;60;18928;9464;60
\N;66;12150;12150;57
\N;4;21762;10881;4
\N;85;5925;1975;26
\N;12;14448;3612;3
\N;91;15456;15456;91
\N;16;62230;12446;1
\N;29;5964;5964;0
\N;48;35616;35616;16
\N;57;78880;19720;45
\N;36;31000;31000;12
\N;40;15540;7770;17
\N;53;86864;21716;53
\N;44;350;350;26
\N;47;132759;44253;24
\N;15;42600;42600;15
\N;10;41990;8398;1
\N;97;17976;17976;97
\N;4;3905;3905;1
\N;91;42108;10527;45
\N;47;20808;10404;27
\N;51;5928;5928;51
\N;72;158400;31680;72
\N;78;98845;19769;54
\N;28;1452;1452;28
\N;93;13529;13529;66
\N;26;18360;4590;15
\N;9;19504;9752;9
\N;52;25280;5056;22
\N;53;6400;1280;46
\N;81;14070;7035;56
\N;9;102600;20520;9
\N;85;32400;8100;72
\N;46;53382;17794;46
\N;97;5100;5100;91
\N;44;38056;19028;44
\N;73;49912;12478;73
\N;28;13020;6510;0
\N;72;9168;9168;56
\N;46;10416;3472;46
\N;95;5628;5628;78
\N;74;8174;4087;68
\N;16;23670;11835;1
\N;26;10602;10602;1
\N;62;3010;602;49
\N;62;18800;18800;61
\N;50;150;75;17
\N;50;109896;27474;18
\N;51;98400;19680;24
\N;1;83640;20910;1
\N;60;89775;29925;55
\N;95;96669;32223;78
\N;82;113712;28428;77
\N;22;10650;2130;22
\N;31;10633;10633;20
\N;13;49790;9958;13
\N;81;49178;24589;81
\N;77;60840;12168;75
\N;6;8064;8064;1
\N;22;20328;20328;1
\N;49;3879;3879;49
\N;10;25520;5104;10
\N;2;85656;21414;1
\N;85;34648;34648;85
\N;99;17820;17820;77
\N;60;5796;5796;43
\N;4;3534;1178;4
\N;58;91988;22997;54
\N;59;51678;17226;28
\N;33;6240;6240;33
\N;6;8151;8151;6
\N;84;23598;23598;59
\N;65;9440;4720;51
\N;93;552;184;69
\N;89;4770;954;69
\N;69;13642;13642;43
\N;47;144840;28968;29
\N;100;4992;4992;100
\N;10;4266;2133;10
\N;20;60340;12068;20
\N;63;52304;13076;63
\N;0;0;0;0
\N;36;19024;9512;36
\N;69;40948;20474;65
\N;37;8466;2822;19
\N;6;60088;15022;1
\N;60;77922;25974;60
\N;14;75636;25212;1
\N;49;2940;980;49
\N;82;17700;3540;82
\N;82;18360;18360;80
\N;64;15640;3128;64
\N;50;7290;1458;42
\N;12;25668;8556;1
\N;1;21922;10961;1
\N;29;40596;10149;16
\N;14;237120;47424;9
\N;92;14365;14365;72
\N;38;18410;9205;38
\N;31;28350;9450;1
\N;18;6592;1648;1
\N;13;120120;40040;1
\N;53;109824;27456;30
\N;64;1980;660;60
\N;20;13280;2656;7
\N;81;25172;25172;75
\N;26;1230;246;26
\N;88;3136;784;60
\N;50;4455;4455;50
\N;24;40040;10010;24
\N;28;12480;6240;6
\N;6;4947;1649;1
\N;47;33300;6660;47
\N;47;32922;16461;44
\N;25;7728;3864;1
\N;80;8192;4096;49
\N;80;12054;4018;80
\N;94;19338;6446;63
\N;72;21271;21271;51
\N;60;29480;7370;35
\N;14;123012;30753;1
\N;67;87696;21924;42
\N;79;107535;21507;70
\N;91;1364;682;81
\N;26;10704;10704;26
\N;88;4272;2136;83
\N;44;2709;2709;32
\N;98;14800;2960;90
\N;57;59808;19936;29
\N;28;17304;5768;11
\N;61;19456;4864;61
\N;77;5700;1140;66
\N;15;26978;26978;2
\N;84;11178;5589;46
\N;25;16760;8380;1
\N;63;17160;17160;54
\N;60;17712;4428;31
\N;7;128592;32148;7
\N;43;46080;9216;43
\N;66;12324;6162;42
\N;32;1288;1288;32
\N;27;14400;2880;27
\N;26;23463;7821;26
\N;24;79794;26598;1
\N;90;2025;2025;73
\N;89;21141;21141;89
\N;64;3234;1617;47
\N;30;59616;14904;4
\N;28;83230;16646;28
\N;49;37575;12525;49
\N;64;34400;6880;64
\N;38;3222;1611;24
\N;55;380;95;37
\N;3;8064;4032;1
\N;37;26466;13233;37
\N;76;149604;37401;31
\N;45;48720;12180;1
\N;9;5980;1495;9
\N;7;57768;28884;1
\N;27;103680;20736;27
\N;54;51084;17028;54
\N;43;60888;20296;36
\N;76;14674;14674;73
\N;18;33215;6643;1
\N;44;6600;1650;39
\N;46;99;33;11
\N;45;19980;4995;45
\N;69;9702;3234;34
\N;22;9078;9078;1
\N;67;27588;6897;32
\N;98;25584;6396;98
\N;33;7772;7772;33
\N;72;87438;29146;72
\N;3;20865;4173;1
\N;61;8000;2000;61
\N;24;12452;6226;3
\N;47;106029;35343;18
\N;88;1152;1152;56
\N;57;6240;6240;57
\N;12;130950;43650;1
\N;50;10848;3616;50
\N;91;3696;924;91
\N;81;162240;32448;77
\N;42;19796;19796;42
\N;40;78848;19712;32
\N;15;2856;2856;11
\N;49;83025;27675;49
\N;72;5664;1888;50
\N;67;1161;387;36
\N;44;270;54;44
\N;27;53508;13377;27
\N;38;9617;9617;17
\N;85;1848;616;63
\N;24;27336;9112;0
\N;2;11592;11592;1
\N;91;6102;6102;40
\N;27;24024;6006;27
\N;77;164032;41008;77
\N;12;688;344;12
\N;67;127236;31809;67
\N;97;22560;5640;62
\N;53;5518;5518;32
\N;11;4212;1404;3
\N;2;36960;7392;1
\N;3;110925;36975;3
\N;68;62700;20900;61
\N;78;49632;12408;68
\N;77;12788;12788;77
\N;29;46320;15440;29
\N;49;52752;26376;39
\N;36;59904;19968;14
\N;64;6052;6052;64
\N;28;133056;33264;17
\N;74;51136;25568;49
\N;73;147335;29467;44
\N;78;41184;13728;60
\N;84;13800;3450;84
\N;95;94743;31581;95
\N;1;49227;16409;1
\N;41;18768;18768;16
\N;24;13908;13908;24
\N;68;50895;16965;68
\N;70;664;166;46
\N;21;36076;9019;4
\N;3;162;162;1
\N;72;75969;25323;38
\N;18;9632;4816;1
\N;8;10290;2058;1
\N;99;71280;35640;74
\N;26;5248;1312;26
\N;1;147028;36757;1
\N;98;7980;1995;74
\N;97;38332;19166;97
\N;40;22720;5680;10
\N;69;7650;2550;39
\N;55;26624;6656;39
\N;6;23985;23985;1
\N;27;8750;1750;27
\N;86;2060;412;63
\N;20;17082;5694;1
\N;96;108568;27142;86
\N;18;6;3;1
\N;86;324;162;52
\N;86;27160;27160;77
\N;63;6600;2200;63
\N;80;97776;24444;63
\N;78;63280;31640;78
\N;75;18600;18600;75
\N;53;53856;26928;37
\N;4;45355;9071;1
\N;70;19350;3870;70
\N;26;4671;4671;12
\N;66;80316;40158;54
\N;100;33561;33561;100
\N;91;24186;12093;68
\N;4;34470;34470;1
\N;39;23528;23528;36
\N;42;24832;24832;35
\N;98;16269;16269;98
\N;73;13120;13120;50
\N;59;8120;4060;59
\N;28;122425;24485;28
\N;22;8272;4136;22
\N;86;41748;13916;53
\N;44;42075;14025;27
\N;86;166;83;52
\N;24;48576;12144;13
\N;67;17850;5950;67
\N;16;23973;7991;1
\N;97;9983;9983;83
\N;25;35600;7120;19
\N;59;24168;6042;54
\N;72;10152;3384;61
\N;44;1869;623;44
\N;66;33408;8352;40
\N;92;85100;17020;92
\N;26;61152;20384;1
\N;47;1344;336;18
\N;59;61275;12255;53
\N;3;1125;1125;1
\N;14;16900;16900;14
\N;0;0;0;0
\N;93;131520;26304;93
\N;94;74292;24764;94
\N;74;21555;7185;36
\N;3;4940;2470;3
\N;14;55188;13797;1
\N;25;9900;3300;25
\N;40;57400;28700;15
\N;9;71250;23750;9
\N;9;32339;32339;1
\N;45;8555;8555;31
\N;56;2656;664;52
\N;92;77922;25974;59
\N;68;22568;11284;53
\N;100;1275;1275;88
\N;67;560;560;67
\N;60;14625;14625;28
\N;29;90016;22504;29
\N;80;27000;5400;71
\N;21;80388;26796;6
\N;93;16256;8128;93
\N;63;80088;40044;45
\N;20;34632;17316;1
\N;46;25542;25542;46
\N;94;184785;36957;94
\N;30;52380;17460;14
\N;80;924;308;73
\N;82;5688;1422;59
\N;54;71982;23994;20
\N;74;34539;34539;74
\N;9;20320;4064;1
\N;71;61566;20522;71
\N;45;5280;2640;45
\N;40;58740;11748;28
\N;57;14070;14070;50
\N;11;372;186;1
\N;12;25384;6346;12
\N;46;16606;16606;46
\N;2;6512;3256;1
\N;91;19920;6640;61
\N;31;13431;13431;20
\N;5;18952;9476;1
\N;47;47850;15950;47
\N;45;62280;15570;21
\N;89;16900;8450;80
\N;92;10010;2002;92
\N;78;25344;8448;63
\N;3;16560;4140;3
\N;80;7105;7105;56
\N;88;60312;30156;59
\N;55;53176;26588;48
\N;86;8160;2040;74
\N;58;1410;282;36
\N;73;845;845;67
\N;85;25668;25668;85
\N;70;79020;39510;41
\N;54;180972;45243;39
\N;29;152;152;25
\N;58;6480;1620;58
\N;43;102184;25546;15
\N;26;75520;18880;8
\N;25;7065;7065;25
\N;35;14688;7344;1
\N;49;24120;8040;17
\N;97;20328;20328;87
\N;11;31824;10608;11
\N;15;8398;8398;1
\N;30;29670;5934;11
\N;65;38272;9568;41
\N;90;3568;3568;90
\N;14;5566;5566;1
\N;8;3608;3608;8
\N;73;103936;25984;66
\N;20;16530;5510;1
\N;7;134136;33534;1
\N;88;32904;16452;88
\N;1;103920;34640;1
\N;73;27456;27456;49
\N;58;3856;1928;22
\N;78;74451;24817;52
\N;13;63072;21024;1
\N;82;33856;8464;82
\N;53;42750;8550;52
\N;78;121440;24288;78
\N;59;30996;10332;59
\N;52;11970;2394;39
\N;98;1788;447;82
\N;75;41292;41292;75
\N;31;10725;3575;30
\N;60;9456;9456;58
